 
****************************************
Report : resources
Design : ViT_top
Version: R-2020.09-SP5
Date   : Thu Nov 20 18:19:08 2025
****************************************


Resource Report for this hierarchy in file ../hdl/ViT_top.v
=============================================================================
| Cell           | Module         | Parameters | Contained Operations       |
| add_x_40           | DW01_inc         | apparch (area)     |                |
| add_x_41           | DW01_inc         | apparch (area)     |                |
| add_x_42           | DW01_inc         | apparch (area)     |                |
| add_x_43           | DW01_inc         | apparch (area)     |                |
| add_x_44           | DW01_inc         | apparch (area)     |                |
| add_x_45           | DW01_inc         | apparch (area)     |                |
| add_x_46           | DW01_inc         | apparch (area)     |                |
| add_x_47           | DW01_inc         | apparch (area)     |                |
| add_x_48           | DW01_inc         | apparch (area)     |                |
| add_x_49           | DW01_inc         | apparch (area)     |                |
| add_x_50           | DW01_inc         | apparch (area)     |                |
| add_x_51           | DW01_inc         | apparch (area)     |                |
| add_x_115          | DW01_add         | apparch (area)     |                |
| add_x_116          | DW01_add         | apparch (area)     |                |
| add_x_117          | DW01_add         | apparch (area)     |                |
| add_x_118          | DW01_add         | apparch (area)     |                |
| add_x_119          | DW01_add         | apparch (area)     |                |
| add_x_120          | DW01_add         | apparch (area)     |                |
| add_x_121          | DW01_add         | apparch (area)     |                |
| add_x_122          | DW01_add         | apparch (area)     |                |
| gt_x_123           | DW_cmp           | apparch (area)     |                |
| lt_x_124           | DW_cmp           | apparch (area)     |                |
| gt_x_125           | DW_cmp           | apparch (area)     |                |
| lt_x_126           | DW_cmp           | apparch (area)     |                |
| gt_x_127           | DW_cmp           | apparch (area)     |                |
| lt_x_128           | DW_cmp           | apparch (area)     |                |
| gt_x_129           | DW_cmp           | apparch (area)     |                |
| lt_x_130           | DW_cmp           | apparch (area)     |                |
| gt_x_131           | DW_cmp           | apparch (area)     |                |
| lt_x_132           | DW_cmp           | apparch (area)     |                |
| gt_x_133           | DW_cmp           | apparch (area)     |                |
| lt_x_134           | DW_cmp           | apparch (area)     |                |
| gt_x_135           | DW_cmp           | apparch (area)     |                |
| lt_x_136           | DW_cmp           | apparch (area)     |                |
| gt_x_137           | DW_cmp           | apparch (area)     |                |
| lt_x_138           | DW_cmp           | apparch (area)     |                |
| gt_x_155           | DW_cmp           | apparch (area)     |                |
| add_x_156          | DW01_inc         | apparch (area)     |                |
| add_x_161          | DW01_inc         | apparch (area)     |                |
| add_x_163          | DW01_inc         | apparch (area)     |                |
| add_x_169          | DW01_inc         | apparch (area)     |                |
| add_x_243          | DW01_add         | apparch (area)     |                |
| add_x_244          | DW01_add         | apparch (area)     |                |
| add_x_245          | DW01_add         | apparch (area)     |                |
| add_x_246          | DW01_add         | apparch (area)     |                |
| gt_x_247           | DW_cmp           | apparch (area)     |                |
| lt_x_248           | DW_cmp           | apparch (area)     |                |
| gt_x_249           | DW_cmp           | apparch (area)     |                |
| lt_x_250           | DW_cmp           | apparch (area)     |                |
| gt_x_251           | DW_cmp           | apparch (area)     |                |
| lt_x_252           | DW_cmp           | apparch (area)     |                |
| gt_x_253           | DW_cmp           | apparch (area)     |                |
| lt_x_254           | DW_cmp           | apparch (area)     |                |
| add_x_260          | DW01_inc         | apparch (area)     |                |
| add_x_261          | DW01_inc         | apparch (area)     |                |
| add_x_262          | DW01_inc         | apparch (area)     |                |
| add_x_276          | DW01_inc         | apparch (area)     |                |
| add_x_278          | DW01_inc         | apparch (area)     |                |
| add_x_280          | DW01_inc         | apparch (area)     |                |
| mult_x_284         | DW_mult_tc       | apparch (area)     |                |
| mult_x_285         | DW_mult_tc       | apparch (area)     |                |
| mult_x_286         | DW_mult_tc       | apparch (area)     |                |
| mult_x_287         | DW_mult_tc       | apparch (area)     |                |
| add_x_288          | DW01_add         | apparch (area)     |                |
| add_x_289          | DW01_add         | apparch (area)     |                |
| add_x_290          | DW01_add         | apparch (area)     |                |
| add_x_291          | DW01_add         | apparch (area)     |                |
| gt_x_292           | DW_cmp           | apparch (area)     |                |
| lt_x_293           | DW_cmp           | apparch (area)     |                |
| gt_x_294           | DW_cmp           | apparch (area)     |                |
| lt_x_295           | DW_cmp           | apparch (area)     |                |
| gt_x_296           | DW_cmp           | apparch (area)     |                |
| lt_x_297           | DW_cmp           | apparch (area)     |                |
| gt_x_298           | DW_cmp           | apparch (area)     |                |
| lt_x_299           | DW_cmp           | apparch (area)     |                |
| add_x_308          | DW01_inc         | apparch (area)     |                |
| add_x_310          | DW01_inc         | apparch (area)     |                |
| add_x_323          | DW01_inc         | apparch (area)     |                |
| add_x_324          | DW01_inc         | apparch (area)     |                |
| mult_x_343         | DW_mult_uns      | apparch (area)     |                |
| mult_x_344         | DW_mult_uns      | apparch (area)     |                |
| mult_x_345         | DW_mult_uns      | apparch (area)     |                |
| mult_x_346         | DW_mult_uns      | apparch (area)     |                |
| mult_x_347         | DW_mult_uns      | apparch (area)     |                |
| mult_x_348         | DW_mult_uns      | apparch (area)     |                |
| mult_x_349         | DW_mult_uns      | apparch (area)     |                |
| mult_x_350         | DW_mult_uns      | apparch (area)     |                |
| add_x_351          | DW01_add         | apparch (area)     |                |
| add_x_352          | DW01_add         | apparch (area)     |                |
| add_x_353          | DW01_add         | apparch (area)     |                |
| add_x_354          | DW01_add         | apparch (area)     |                |
| add_x_355          | DW01_add         | apparch (area)     |                |
| add_x_356          | DW01_add         | apparch (area)     |                |
| add_x_357          | DW01_add         | apparch (area)     |                |
| add_x_358          | DW01_add         | apparch (area)     |                |
| mult_x_359         | DW_mult_uns      | apparch (area)     |                |
|                    |                  | mult_arch: and     |                |
| mult_x_360         | DW_mult_uns      | apparch (area)     |                |
|                    |                  | mult_arch: and     |                |
| mult_x_361         | DW_mult_uns      | apparch (area)     |                |
|                    |                  | mult_arch: and     |                |
| mult_x_362         | DW_mult_uns      | apparch (area)     |                |
|                    |                  | mult_arch: and     |                |
| mult_x_363         | DW_mult_uns      | apparch (area)     |                |
|                    |                  | mult_arch: and     |                |
| mult_x_364         | DW_mult_uns      | apparch (area)     |                |
|                    |                  | mult_arch: and     |                |
| mult_x_365         | DW_mult_uns      | apparch (area)     |                |
|                    |                  | mult_arch: and     |                |
| mult_x_366         | DW_mult_uns      | apparch (area)     |                |
|                    |                  | mult_arch: and     |                |
| add_x_367          | DW01_add         | apparch (area)     |                |
| add_x_368          | DW01_add         | apparch (area)     |                |
| add_x_369          | DW01_add         | apparch (area)     |                |
| add_x_370          | DW01_add         | apparch (area)     |                |
| add_x_371          | DW01_add         | apparch (area)     |                |
| add_x_372          | DW01_add         | apparch (area)     |                |
| add_x_373          | DW01_add         | apparch (area)     |                |
| add_x_374          | DW01_add         | apparch (area)     |                |
| mult_x_375         | DW_mult_uns      | pparch (area,speed)                 |
|                    |                  | mult_arch: and     |                |
| mult_x_376         | DW_mult_uns      | pparch (area,speed)                 |
|                    |                  | mult_arch: and     |                |
| mult_x_377         | DW_mult_uns      | pparch (area,speed)                 |
|                    |                  | mult_arch: and     |                |
| mult_x_378         | DW_mult_uns      | pparch (area,speed)                 |
|                    |                  | mult_arch: and     |                |
| mult_x_379         | DW_mult_uns      | pparch (area,speed)                 |
|                    |                  | mult_arch: and     |                |
| mult_x_380         | DW_mult_uns      | pparch (area,speed)                 |
|                    |                  | mult_arch: and     |                |
| mult_x_381         | DW_mult_uns      | pparch (area,speed)                 |
|                    |                  | mult_arch: and     |                |
| mult_x_382         | DW_mult_uns      | pparch (area,speed)                 |
|                    |                  | mult_arch: and     |                |
| add_x_383          | DW01_add         | apparch (area)     |                |
| add_x_384          | DW01_add         | apparch (area)     |                |
| add_x_385          | DW01_add         | apparch (area)     |                |
| add_x_386          | DW01_add         | apparch (area)     |                |
| add_x_387          | DW01_add         | apparch (area)     |                |
| add_x_388          | DW01_add         | apparch (area)     |                |
| add_x_389          | DW01_add         | apparch (area)     |                |
| add_x_390          | DW01_add         | apparch (area)     |                |
| mult_x_391         | DW_mult_uns      | pparch (area,speed)                 |
|                    |                  | mult_arch: and     |                |
| mult_x_392         | DW_mult_uns      | pparch (area,speed)                 |
|                    |                  | mult_arch: and     |                |
| mult_x_393         | DW_mult_uns      | pparch (area,speed)                 |
|                    |                  | mult_arch: and     |                |
| mult_x_394         | DW_mult_uns      | pparch (area,speed)                 |
|                    |                  | mult_arch: and     |                |
| mult_x_395         | DW_mult_uns      | pparch (area,speed)                 |
|                    |                  | mult_arch: and     |                |
| mult_x_396         | DW_mult_uns      | pparch (area,speed)                 |
|                    |                  | mult_arch: and     |                |
| mult_x_397         | DW_mult_uns      | pparch (area,speed)                 |
|                    |                  | mult_arch: and     |                |
| mult_x_398         | DW_mult_uns      | pparch (area,speed)                 |
|                    |                  | mult_arch: and     |                |
| add_x_399          | DW01_add         | apparch (area)     |                |
| add_x_400          | DW01_add         | apparch (area)     |                |
| add_x_401          | DW01_add         | apparch (area)     |                |
| add_x_402          | DW01_add         | apparch (area)     |                |
| add_x_403          | DW01_add         | apparch (area)     |                |
| add_x_404          | DW01_add         | apparch (area)     |                |
| add_x_405          | DW01_add         | apparch (area)     |                |
| add_x_406          | DW01_add         | apparch (area)     |                |
| mult_x_407         | DW_mult_uns      | pparch (area,speed)                 |
|                    |                  | mult_arch: benc_radix8              |
| mult_x_408         | DW_mult_uns      | pparch (area,speed)                 |
|                    |                  | mult_arch: benc_radix8              |
| mult_x_409         | DW_mult_uns      | pparch (area,speed)                 |
|                    |                  | mult_arch: benc_radix8              |
| mult_x_410         | DW_mult_uns      | pparch (area,speed)                 |
|                    |                  | mult_arch: benc_radix8              |
| mult_x_411         | DW_mult_uns      | pparch (area,speed)                 |
|                    |                  | mult_arch: benc_radix4              |
| mult_x_412         | DW_mult_uns      | pparch (area,speed)                 |
|                    |                  | mult_arch: benc_radix4              |
| mult_x_413         | DW_mult_uns      | pparch (area,speed)                 |
|                    |                  | mult_arch: benc_radix4              |
| mult_x_414         | DW_mult_uns      | pparch (area,speed)                 |
|                    |                  | mult_arch: benc_radix4              |
| add_x_83           | DW01_inc         | apparch (area)     |                |
| add_x_84           | DW01_inc         | apparch (area)     |                |
| add_x_85           | DW01_inc         | apparch (area)     |                |
| add_x_86           | DW01_inc         | apparch (area)     |                |
| add_x_87           | DW01_inc         | apparch (area)     |                |
| add_x_88           | DW01_inc         | apparch (area)     |                |
| add_x_89           | DW01_inc         | apparch (area)     |                |
| add_x_90           | DW01_inc         | apparch (area)     |                |
| add_x_165          | DW01_inc         | apparch (area)     |                |
| DP_OP_1064J1_122_4871                 |                    |                |
|                    | DP_OP_1064J1_122_4871 | str (area)    |                |
| DP_OP_1065J1_123_1791                 |                    |                |
|                    | DP_OP_1065J1_123_1791 | str (area,speed)               |
| DP_OP_1066J1_124_5797                 |                    |                |
|                    | DP_OP_1066J1_124_5797 | str (area,speed)               |
|                    |                  | mult_arch: benc_radix4              |
| DP_OP_1067J1_125_5797                 |                    |                |
|                    | DP_OP_1067J1_125_5797 | str (area,speed)               |
|                    |                  | mult_arch: benc_radix4              |
| DP_OP_1068J1_126_5797                 |                    |                |
|                    | DP_OP_1068J1_126_5797 | str (area,speed)               |
|                    |                  | mult_arch: benc_radix4              |
| DP_OP_1069J1_127_5797                 |                    |                |
|                    | DP_OP_1069J1_127_5797 | str (area,speed)               |
|                    |                  | mult_arch: benc_radix4              |
| DP_OP_195_151_8708 | DP_OP_195_151_8708 | str (area,speed) |                |
|                    |                  | mult_arch: benc_radix4              |
| DP_OP_194_150_9357 | DP_OP_194_150_9357 | str (area,speed) |                |
|                    |                  | mult_arch: benc_radix4              |
| DP_OP_193_149_3198 | DP_OP_193_149_3198 | str (area,speed) |                |
|                    |                  | mult_arch: benc_radix4              |
| DP_OP_192_148_5953 | DP_OP_192_148_5953 | str (area,speed) |                |
|                    |                  | mult_arch: benc_radix4              |
| DP_OP_191_147_5320 | DP_OP_191_147_5320 | str (area,speed) |                |
|                    |                  | mult_arch: benc_radix4              |
| DP_OP_190_146_3847 | DP_OP_190_146_3847 | str (area,speed) |                |
|                    |                  | mult_arch: benc_radix4              |
| DP_OP_189_145_9777 | DP_OP_189_145_9777 | str (area,speed) |                |
|                    |                  | mult_arch: benc_radix4              |
| DP_OP_188_144_443  | DP_OP_188_144_443 | str (area,speed)  |                |
|                    |                  | mult_arch: benc_radix4              |
===============================================================================


No resource sharing information to report.
 
****************************************
Design : exp_lut_mydesign_0
****************************************

No implementations to report

No resource sharing information to report.
 
****************************************
Design : exp_lut_mydesign_1
****************************************

No implementations to report

No resource sharing information to report.
 
****************************************
Design : exp_lut_mydesign_2
****************************************

No implementations to report

No resource sharing information to report.
 
****************************************
Design : exp_lut_mydesign_3
****************************************

No implementations to report

No resource sharing information to report.
 
****************************************
Design : exp_lut_mydesign_4
****************************************

No implementations to report

No resource sharing information to report.
 
****************************************
Design : exp_lut_mydesign_5
****************************************

No implementations to report

No resource sharing information to report.
 
****************************************
Design : exp_lut_mydesign_6
****************************************

No implementations to report

No resource sharing information to report.
 
****************************************
Design : exp_lut_mydesign_7
****************************************

No implementations to report
 
****************************************
Design : div_mydesign_0
****************************************

Resource Report for this hierarchy in file ../hdl/ViT_top.v
=============================================================================
| Cell           | Module         | Parameters | Contained Operations       |
=============================================================================
| gte_x_1        | DW_cmp         | width=18   | gte_2544 (ViT_top.v:2544)  |
| sub_x_2        | DW01_sub       | width=18   | sub_2546 (ViT_top.v:2546)  |
| gte_x_4        | DW_cmp         | width=19   | gte_2556 (ViT_top.v:2556)  |
| sub_x_5        | DW01_sub       | width=18   | sub_2558 (ViT_top.v:2558)  |
| gte_x_7        | DW_cmp         | width=19   | gte_2568 (ViT_top.v:2568)  |
| sub_x_8        | DW01_sub       | width=18   | sub_2570 (ViT_top.v:2570)  |
| gte_x_10       | DW_cmp         | width=19   | gte_2580 (ViT_top.v:2580)  |
| sub_x_11       | DW01_sub       | width=18   | sub_2582 (ViT_top.v:2582)  |
| gte_x_13       | DW_cmp         | width=19   | gte_2592 (ViT_top.v:2592)  |
| sub_x_14       | DW01_sub       | width=18   | sub_2594 (ViT_top.v:2594)  |
| gte_x_16       | DW_cmp         | width=19   | gte_2604 (ViT_top.v:2604)  |
| sub_x_17       | DW01_sub       | width=18   | sub_2606 (ViT_top.v:2606)  |
| gte_x_19       | DW_cmp         | width=19   | gte_2616 (ViT_top.v:2616)  |
| sub_x_20       | DW01_sub       | width=18   | sub_2618 (ViT_top.v:2618)  |
| gte_x_22       | DW_cmp         | width=19   | gte_2628 (ViT_top.v:2628)  |
| sub_x_23       | DW01_sub       | width=18   | sub_2630 (ViT_top.v:2630)  |
| gte_x_25       | DW_cmp         | width=19   | gte_2640 (ViT_top.v:2640)  |
| sub_x_26       | DW01_sub       | width=18   | sub_2642 (ViT_top.v:2642)  |
| gte_x_28       | DW_cmp         | width=19   | gte_2652 (ViT_top.v:2652)  |
| sub_x_29       | DW01_sub       | width=18   | sub_2654 (ViT_top.v:2654)  |
| gte_x_31       | DW_cmp         | width=19   | gte_2664 (ViT_top.v:2664)  |
| sub_x_32       | DW01_sub       | width=18   | sub_2666 (ViT_top.v:2666)  |
| gte_x_34       | DW_cmp         | width=19   | gte_2676 (ViT_top.v:2676)  |
| sub_x_35       | DW01_sub       | width=18   | sub_2678 (ViT_top.v:2678)  |
| gte_x_37       | DW_cmp         | width=19   | gte_2688 (ViT_top.v:2688)  |
| sub_x_38       | DW01_sub       | width=18   | sub_2690 (ViT_top.v:2690)  |
| gte_x_40       | DW_cmp         | width=19   | gte_2700 (ViT_top.v:2700)  |
| sub_x_41       | DW01_sub       | width=18   | sub_2702 (ViT_top.v:2702)  |
| gte_x_43       | DW_cmp         | width=19   | gte_2712 (ViT_top.v:2712)  |
| sub_x_44       | DW01_sub       | width=18   | sub_2714 (ViT_top.v:2714)  |
| gte_x_46       | DW_cmp         | width=19   | gte_2724 (ViT_top.v:2724)  |
| sub_x_47       | DW01_sub       | width=18   | sub_2726 (ViT_top.v:2726)  |
| gte_x_49       | DW_cmp         | width=19   | gte_2736 (ViT_top.v:2736)  |
| sub_x_50       | DW01_sub       | width=18   | sub_2738 (ViT_top.v:2738)  |
| gte_x_52       | DW_cmp         | width=19   | gte_2748 (ViT_top.v:2748)  |
| sub_x_53       | DW01_sub       | width=18   | sub_2750 (ViT_top.v:2750)  |
| gte_x_55       | DW_cmp         | width=19   | gte_2760 (ViT_top.v:2760)  |
| sub_x_56       | DW01_sub       | width=18   | sub_2762 (ViT_top.v:2762)  |
| gte_x_58       | DW_cmp         | width=19   | gte_2772 (ViT_top.v:2772)  |
| sub_x_59       | DW01_sub       | width=18   | sub_2774 (ViT_top.v:2774)  |
| gte_x_61       | DW_cmp         | width=19   | gte_2784 (ViT_top.v:2784)  |
| sub_x_62       | DW01_sub       | width=18   | sub_2786 (ViT_top.v:2786)  |
| gte_x_64       | DW_cmp         | width=19   | gte_2796 (ViT_top.v:2796)  |
| sub_x_65       | DW01_sub       | width=18   | sub_2798 (ViT_top.v:2798)  |
| gte_x_67       | DW_cmp         | width=19   | gte_2808 (ViT_top.v:2808)  |
| sub_x_68       | DW01_sub       | width=18   | sub_2810 (ViT_top.v:2810)  |
| gte_x_70       | DW_cmp         | width=19   | gte_2820 (ViT_top.v:2820)  |
| sub_x_71       | DW01_sub       | width=18   | sub_2822 (ViT_top.v:2822)  |
=============================================================================


Implementation Report
===============================================================================
|                    |                  | Current            | Set            |
| Cell               | Module           | Implementation     | Implementation |
===============================================================================
| gte_x_1            | DW_cmp           | apparch (area)     |                |
| sub_x_2            | DW01_sub         | apparch (area)     |                |
| gte_x_4            | DW_cmp           | apparch (area)     |                |
| sub_x_5            | DW01_sub         | pparch (area,speed)                 |
| gte_x_7            | DW_cmp           | apparch (area)     |                |
| sub_x_8            | DW01_sub         | pparch (area,speed)                 |
| gte_x_10           | DW_cmp           | apparch (area)     |                |
| sub_x_11           | DW01_sub         | pparch (area,speed)                 |
| gte_x_13           | DW_cmp           | apparch (area)     |                |
| sub_x_14           | DW01_sub         | pparch (area,speed)                 |
| gte_x_16           | DW_cmp           | apparch (area)     |                |
| sub_x_17           | DW01_sub         | pparch (area,speed)                 |
| gte_x_19           | DW_cmp           | apparch (area)     |                |
| sub_x_20           | DW01_sub         | pparch (area,speed)                 |
| gte_x_22           | DW_cmp           | apparch (area)     |                |
| sub_x_23           | DW01_sub         | pparch (area,speed)                 |
| gte_x_25           | DW_cmp           | apparch (area)     |                |
| sub_x_26           | DW01_sub         | pparch (area,speed)                 |
| gte_x_28           | DW_cmp           | apparch (area)     |                |
| sub_x_29           | DW01_sub         | pparch (area,speed)                 |
| gte_x_31           | DW_cmp           | apparch (area)     |                |
| sub_x_32           | DW01_sub         | pparch (area,speed)                 |
| gte_x_34           | DW_cmp           | apparch (area)     |                |
| sub_x_35           | DW01_sub         | pparch (area,speed)                 |
| gte_x_37           | DW_cmp           | apparch (area)     |                |
| sub_x_38           | DW01_sub         | pparch (area,speed)                 |
| gte_x_40           | DW_cmp           | apparch (area)     |                |
| sub_x_41           | DW01_sub         | pparch (area,speed)                 |
| gte_x_43           | DW_cmp           | apparch (area)     |                |
| sub_x_44           | DW01_sub         | pparch (area,speed)                 |
| gte_x_46           | DW_cmp           | apparch (area)     |                |
| sub_x_47           | DW01_sub         | pparch (area,speed)                 |
| gte_x_49           | DW_cmp           | apparch (area)     |                |
| sub_x_50           | DW01_sub         | pparch (area,speed)                 |
| gte_x_52           | DW_cmp           | apparch (area)     |                |
| sub_x_53           | DW01_sub         | pparch (area,speed)                 |
| gte_x_55           | DW_cmp           | apparch (area)     |                |
| sub_x_56           | DW01_sub         | pparch (area,speed)                 |
| gte_x_58           | DW_cmp           | apparch (area)     |                |
| sub_x_59           | DW01_sub         | pparch (area,speed)                 |
| gte_x_61           | DW_cmp           | apparch (area)     |                |
| sub_x_62           | DW01_sub         | pparch (area,speed)                 |
| gte_x_64           | DW_cmp           | apparch (area)     |                |
| sub_x_65           | DW01_sub         | apparch (area)     |                |
| gte_x_67           | DW_cmp           | apparch (area)     |                |
| sub_x_68           | DW01_sub         | apparch (area)     |                |
| gte_x_70           | DW_cmp           | apparch (area)     |                |
| sub_x_71           | DW01_sub         | apparch (area)     |                |
===============================================================================

 
****************************************
Design : div_mydesign_1
****************************************

Resource Report for this hierarchy in file ../hdl/ViT_top.v
=============================================================================
| Cell           | Module         | Parameters | Contained Operations       |
=============================================================================
| gte_x_1        | DW_cmp         | width=18   | gte_2544 (ViT_top.v:2544)  |
| sub_x_2        | DW01_sub       | width=18   | sub_2546 (ViT_top.v:2546)  |
| gte_x_4        | DW_cmp         | width=19   | gte_2556 (ViT_top.v:2556)  |
| sub_x_5        | DW01_sub       | width=18   | sub_2558 (ViT_top.v:2558)  |
| gte_x_7        | DW_cmp         | width=19   | gte_2568 (ViT_top.v:2568)  |
| sub_x_8        | DW01_sub       | width=18   | sub_2570 (ViT_top.v:2570)  |
| gte_x_10       | DW_cmp         | width=19   | gte_2580 (ViT_top.v:2580)  |
| sub_x_11       | DW01_sub       | width=18   | sub_2582 (ViT_top.v:2582)  |
| gte_x_13       | DW_cmp         | width=19   | gte_2592 (ViT_top.v:2592)  |
| sub_x_14       | DW01_sub       | width=18   | sub_2594 (ViT_top.v:2594)  |
| gte_x_16       | DW_cmp         | width=19   | gte_2604 (ViT_top.v:2604)  |
| sub_x_17       | DW01_sub       | width=18   | sub_2606 (ViT_top.v:2606)  |
| gte_x_19       | DW_cmp         | width=19   | gte_2616 (ViT_top.v:2616)  |
| sub_x_20       | DW01_sub       | width=18   | sub_2618 (ViT_top.v:2618)  |
| gte_x_22       | DW_cmp         | width=19   | gte_2628 (ViT_top.v:2628)  |
| sub_x_23       | DW01_sub       | width=18   | sub_2630 (ViT_top.v:2630)  |
| gte_x_25       | DW_cmp         | width=19   | gte_2640 (ViT_top.v:2640)  |
| sub_x_26       | DW01_sub       | width=18   | sub_2642 (ViT_top.v:2642)  |
| gte_x_28       | DW_cmp         | width=19   | gte_2652 (ViT_top.v:2652)  |
| sub_x_29       | DW01_sub       | width=18   | sub_2654 (ViT_top.v:2654)  |
| gte_x_31       | DW_cmp         | width=19   | gte_2664 (ViT_top.v:2664)  |
| sub_x_32       | DW01_sub       | width=18   | sub_2666 (ViT_top.v:2666)  |
| gte_x_34       | DW_cmp         | width=19   | gte_2676 (ViT_top.v:2676)  |
| sub_x_35       | DW01_sub       | width=18   | sub_2678 (ViT_top.v:2678)  |
| gte_x_37       | DW_cmp         | width=19   | gte_2688 (ViT_top.v:2688)  |
| sub_x_38       | DW01_sub       | width=18   | sub_2690 (ViT_top.v:2690)  |
| gte_x_40       | DW_cmp         | width=19   | gte_2700 (ViT_top.v:2700)  |
| sub_x_41       | DW01_sub       | width=18   | sub_2702 (ViT_top.v:2702)  |
| gte_x_43       | DW_cmp         | width=19   | gte_2712 (ViT_top.v:2712)  |
| sub_x_44       | DW01_sub       | width=18   | sub_2714 (ViT_top.v:2714)  |
| gte_x_46       | DW_cmp         | width=19   | gte_2724 (ViT_top.v:2724)  |
| sub_x_47       | DW01_sub       | width=18   | sub_2726 (ViT_top.v:2726)  |
| gte_x_49       | DW_cmp         | width=19   | gte_2736 (ViT_top.v:2736)  |
| sub_x_50       | DW01_sub       | width=18   | sub_2738 (ViT_top.v:2738)  |
| gte_x_52       | DW_cmp         | width=19   | gte_2748 (ViT_top.v:2748)  |
| sub_x_53       | DW01_sub       | width=18   | sub_2750 (ViT_top.v:2750)  |
| gte_x_55       | DW_cmp         | width=19   | gte_2760 (ViT_top.v:2760)  |
| sub_x_56       | DW01_sub       | width=18   | sub_2762 (ViT_top.v:2762)  |
| gte_x_58       | DW_cmp         | width=19   | gte_2772 (ViT_top.v:2772)  |
| sub_x_59       | DW01_sub       | width=18   | sub_2774 (ViT_top.v:2774)  |
| gte_x_61       | DW_cmp         | width=19   | gte_2784 (ViT_top.v:2784)  |
| sub_x_62       | DW01_sub       | width=18   | sub_2786 (ViT_top.v:2786)  |
| gte_x_64       | DW_cmp         | width=19   | gte_2796 (ViT_top.v:2796)  |
| sub_x_65       | DW01_sub       | width=18   | sub_2798 (ViT_top.v:2798)  |
| gte_x_67       | DW_cmp         | width=19   | gte_2808 (ViT_top.v:2808)  |
| sub_x_68       | DW01_sub       | width=18   | sub_2810 (ViT_top.v:2810)  |
| gte_x_70       | DW_cmp         | width=19   | gte_2820 (ViT_top.v:2820)  |
| sub_x_71       | DW01_sub       | width=18   | sub_2822 (ViT_top.v:2822)  |
=============================================================================


Implementation Report
===============================================================================
|                    |                  | Current            | Set            |
| Cell               | Module           | Implementation     | Implementation |
===============================================================================
| gte_x_1            | DW_cmp           | apparch (area)     |                |
| sub_x_2            | DW01_sub         | apparch (area)     |                |
| gte_x_4            | DW_cmp           | apparch (area)     |                |
| sub_x_5            | DW01_sub         | pparch (area,speed)                 |
| gte_x_7            | DW_cmp           | apparch (area)     |                |
| sub_x_8            | DW01_sub         | pparch (area,speed)                 |
| gte_x_10           | DW_cmp           | apparch (area)     |                |
| sub_x_11           | DW01_sub         | pparch (area,speed)                 |
| gte_x_13           | DW_cmp           | apparch (area)     |                |
| sub_x_14           | DW01_sub         | pparch (area,speed)                 |
| gte_x_16           | DW_cmp           | apparch (area)     |                |
| sub_x_17           | DW01_sub         | pparch (area,speed)                 |
| gte_x_19           | DW_cmp           | apparch (area)     |                |
| sub_x_20           | DW01_sub         | pparch (area,speed)                 |
| gte_x_22           | DW_cmp           | apparch (area)     |                |
| sub_x_23           | DW01_sub         | pparch (area,speed)                 |
| gte_x_25           | DW_cmp           | apparch (area)     |                |
| sub_x_26           | DW01_sub         | pparch (area,speed)                 |
| gte_x_28           | DW_cmp           | apparch (area)     |                |
| sub_x_29           | DW01_sub         | pparch (area,speed)                 |
| gte_x_31           | DW_cmp           | apparch (area)     |                |
| sub_x_32           | DW01_sub         | pparch (area,speed)                 |
| gte_x_34           | DW_cmp           | apparch (area)     |                |
| sub_x_35           | DW01_sub         | pparch (area,speed)                 |
| gte_x_37           | DW_cmp           | apparch (area)     |                |
| sub_x_38           | DW01_sub         | pparch (area,speed)                 |
| gte_x_40           | DW_cmp           | apparch (area)     |                |
| sub_x_41           | DW01_sub         | pparch (area,speed)                 |
| gte_x_43           | DW_cmp           | apparch (area)     |                |
| sub_x_44           | DW01_sub         | pparch (area,speed)                 |
| gte_x_46           | DW_cmp           | apparch (area)     |                |
| sub_x_47           | DW01_sub         | pparch (area,speed)                 |
| gte_x_49           | DW_cmp           | apparch (area)     |                |
| sub_x_50           | DW01_sub         | pparch (area,speed)                 |
| gte_x_52           | DW_cmp           | apparch (area)     |                |
| sub_x_53           | DW01_sub         | pparch (area,speed)                 |
| gte_x_55           | DW_cmp           | apparch (area)     |                |
| sub_x_56           | DW01_sub         | pparch (area,speed)                 |
| gte_x_58           | DW_cmp           | apparch (area)     |                |
| sub_x_59           | DW01_sub         | pparch (area,speed)                 |
| gte_x_61           | DW_cmp           | apparch (area)     |                |
| sub_x_62           | DW01_sub         | pparch (area,speed)                 |
| gte_x_64           | DW_cmp           | apparch (area)     |                |
| sub_x_65           | DW01_sub         | apparch (area)     |                |
| gte_x_67           | DW_cmp           | apparch (area)     |                |
| sub_x_68           | DW01_sub         | apparch (area)     |                |
| gte_x_70           | DW_cmp           | apparch (area)     |                |
| sub_x_71           | DW01_sub         | apparch (area)     |                |
===============================================================================

 
****************************************
Design : div_mydesign_2
****************************************

Resource Report for this hierarchy in file ../hdl/ViT_top.v
=============================================================================
| Cell           | Module         | Parameters | Contained Operations       |
=============================================================================
| gte_x_1        | DW_cmp         | width=18   | gte_2544 (ViT_top.v:2544)  |
| sub_x_2        | DW01_sub       | width=18   | sub_2546 (ViT_top.v:2546)  |
| gte_x_4        | DW_cmp         | width=19   | gte_2556 (ViT_top.v:2556)  |
